text,emotion,clean_text
i do feel like it is fine to have sex but you should be fully aware of what happen due to that action and know about different types of protection there is to prevent pregnancy,joy,feel like fine sex fully aware happen due action know different type protection prevent pregnancy
i wanted that sacred experience to feel that divine communion with the god of my understanding i wanted to feel sublime love in sacred terms,joy,wanted sacred experience feel divine communion god understanding wanted feel sublime love sacred term
i worry theyll feel rejected or take my chosen plans as an insult,sadness,worry theyll feel rejected take chosen plan insult
i was half feeling very irritated and just wanted to get out of a amp f lol,anger,half feeling irritated wanted get amp f lol
i feel i am writing this blog for selfish reasons but i know god can use it for his her purpose,anger,feel writing blog selfish reason know god use purpose
i was in i could feel him and i hated the drawn tight feeling i had,anger,could feel hated drawn tight feeling
i still feel a craving for sweet food,joy,still feel craving sweet food
i love the wispy feeling of the delicate strands and the mellow green vibe,love,love wispy feeling delicate strand mellow green vibe
i often feel disillusioned but i look upon it as a test of will and a test of character,sadness,often feel disillusioned look upon test test character
i just feel terrified,fear,feel terrified
i honestly have so much research to do and have to think of so many color schemes and how to implement organizational tips for small spaces that i feel more than overwhelmed with the intensity of this project however there is the masochist in me that is incredibly excited,surprise,honestly much research think many color scheme implement organizational tip small space feel overwhelmed intensity project however masochist incredibly excited
